Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,3月末
設立日,1942/12/19
上場日,1962/9/11
EBITDA･会予,"3,583百万円"
株数(自己株控除後),"34,367,022株"
