Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,水産・農林業
会計,日本
決算,10月末
設立日,2006/2/8
上場日,2011/11/29
EBITDA･会予,322百万円
株数(自己株控除後),"1,433,753株"
