Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,3月末
設立日,1948/9/15
上場日,1975/9/2
EBITDA･会予,"1,324百万円"
株数(自己株控除後),"11,143,400株"
