Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,9月末
設立日,1950/8/1
上場日,1995/6/22
EBITDA･会予,"1,852百万円"
株数(自己株控除後),"170,042,649株"
