Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,サービス業
会計,日本
決算,2月末
設立日,1983/1/1
上場日,2008/12/12
EBITDA･会予,663百万円
株数(自己株控除後),"7,867,257株"
