Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,3月末
設立日,1965/2/19
上場日,1997/11/28
EBITDA･会予,N/A
株数(自己株控除後),"258,236,767株"
