Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,情報・通信業
会計,日本
決算,2月末
設立日,1999/5/1
上場日,2002/11/19
EBITDA･会予,N/A
株数(自己株控除後),"13,498,604株"
