Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,3月末
設立日,1938/12/1
上場日,1993/9/28
EBITDA･会予,"2,569百万円"
株数(自己株控除後),"3,048,407株"
