Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,7月末
設立日,1967/6/13
上場日,1993/4/22
EBITDA･会予,524百万円
株数(自己株控除後),"15,055,777株"
