Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,水産・農林業
会計,日本
決算,3月末
設立日,1949/5/1
上場日,2015/2/20
EBITDA･会予,"2,686百万円"
株数(自己株控除後),"8,458,918株"
