Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,情報・通信業
会計,日本
決算,3月末
設立日,1997/3/3
上場日,2002/9/19
EBITDA･会予,N/A
株数(自己株控除後),"3,335,569株"
