Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,9月末
設立日,1935/12/1
上場日,1995/2/17
EBITDA･会予,453百万円
株数(自己株控除後),"6,368,943株"
