Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,サービス業
会計,日本
決算,3月末
設立日,1995/9/13
上場日,2006/12/20
EBITDA･会予,621百万円
株数(自己株控除後),"3,975,201株"
