Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,サービス業
会計,IFRS
決算,12月末
設立日,1997/10/1
上場日,2009/7/17
EBITDA･会予,N/A
株数(自己株控除後),"93,467,439株"
