Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,3月末
設立日,1948/2/24
上場日,1996/2/15
EBITDA･会予,"1,580百万円"
株数(自己株控除後),"9,136,967株"
