Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,水産・農林業
会計,日本
決算,6月末
設立日,1987/6/22
上場日,2005/8/1
EBITDA･会予,168百万円
株数(自己株控除後),"761,682株"
