Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,8月末
設立日,2006/3/1
上場日,2006/3/1
EBITDA･会予,"12,679百万円"
株数(自己株控除後),"40,662,184株"
