Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,12月末
設立日,1951/4/10
上場日,1972/7/1
EBITDA･会予,99百万円
株数(自己株控除後),"2,155,843株"
