Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,3月末
設立日,1948/7/26
上場日,1982/7/15
EBITDA･会予,"2,587百万円"
株数(自己株控除後),"6,482,833株"
