Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,サービス業
会計,日本
決算,2月末
設立日,1964/6/1
上場日,2002/4/25
EBITDA･会予,128百万円
株数(自己株控除後),"5,261,201株"
