Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,3月末
設立日,1947/9/26
上場日,1989/5/23
EBITDA･会予,289百万円
株数(自己株控除後),"2,381,038株"
