Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,食料品
会計,日本
決算,3月末
設立日,1950/7/1
上場日,1961/10/2
EBITDA･会予,"1,360百万円"
株数(自己株控除後),"27,303,323株"
