Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,6月末
設立日,1954/7/1
上場日,1995/3/29
EBITDA･会予,308百万円
発行済株数,"686,000株"
