Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,9月末
設立日,1957/9/30
上場日,1994/11/2
EBITDA･会予,484百万円
株数(自己株控除後),"881,238株"
