Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,3月末
設立日,1931/4/10
上場日,1961/10/2
EBITDA･会予,"1,148百万円"
株数(自己株控除後),"7,161,954株"
