Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,食料品
会計,日本
決算,3月末
設立日,1924/8/5
上場日,1961/10/2
EBITDA･会予,818百万円
株数(自己株控除後),"18,111,854株"
