Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,サービス業
会計,日本
決算,2月末
設立日,1973/10/29
上場日,2002/12/4
EBITDA･会予,103百万円
株数(自己株控除後),"25,693,182株"
