Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,情報・通信業
会計,日本
決算,12月末
設立日,1997/6/12
上場日,2002/12/13
EBITDA･会予,565百万円
株数(自己株控除後),"14,718,144株"
