Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,食料品
会計,日本
決算,12月末
設立日,1935/12/1
上場日,1962/9/3
EBITDA･会予,"1,959百万円"
株数(自己株控除後),"23,273,267株"
