Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,9月末
設立日,1959/11/10
上場日,1999/7/8
EBITDA･会予,873百万円
株数(自己株控除後),"2,274,336株"
