Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,3月末
設立日,1949/10/3
上場日,1962/8/15
EBITDA･会予,"1,334百万円"
株数(自己株控除後),"15,307,331株"
