Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,情報・通信業
会計,日本
決算,12月末
設立日,2000/3/1
上場日,2002/10/10
EBITDA･会予,175百万円
株数(自己株控除後),"32,538,150株"
