Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,12月末
設立日,1965/1/8
上場日,1990/7/24
EBITDA･会予,305百万円
株数(自己株控除後),"8,475,147株"
