Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,9月末
設立日,2014/8/7
上場日,2018/7/5
EBITDA･会予,659百万円
株数(自己株控除後),"9,195,100株"
