Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,3月末
設立日,1944/3/1
上場日,1996/11/19
EBITDA･会予,806百万円
株数(自己株控除後),"7,305,369株"
