Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,建設業
会計,日本
決算,2月末
設立日,2010/10/5
上場日,2010/10/5
EBITDA･会予,496百万円
株数(自己株控除後),"15,491,449株"
