Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,水産・農林業
会計,日本
決算,5月末
設立日,1947/6/17
上場日,1981/11/11
EBITDA･会予,"2,207百万円"
株数(自己株控除後),"11,469,218株"
