Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,食料品
会計,日本
決算,3月末
設立日,1984/6/18
上場日,1997/12/2
EBITDA･会予,502百万円
株数(自己株控除後),"3,474,578株"
