Type,Value
市場,ｽﾀﾝﾀﾞｰﾄﾞ
業種,食料品
会計,日本
決算,6月末
設立日,1977/1/1
上場日,2004/6/18
EBITDA･会予,"3,132百万円"
株数(自己株控除後),"5,334,021株"
